,Audio,Sr,Names,Species
337,"[8.1490725e-10 1.1641532e-10 9.3132257e-10 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,73457.wav,francolinus
338,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,74060.wav,francolinus
339,[0.00268824 0.00317813 0.00329006 ... 0.00915144 0.00846804 0.00501732],22050,74170.wav,francolinus
340,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 3.0517578e-05
 0.0000000e+00]",22050,74384.wav,francolinus
341,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,74519.wav,francolinus
342,"[ 0.00040328  0.00259539  0.00427299 ...  0.00524402  0.0006217
 -0.00487819]",22050,74564.wav,francolinus
343,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,74948.wav,francolinus
344,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,74958.wav,francolinus
345,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,75187.wav,francolinus
346,"[-2.5643765e-09  4.4929335e-10 -5.1004645e-10 ... -2.3636588e-09
 -1.7290589e-09  0.0000000e+00]",22050,75283.wav,francolinus
347,"[-1.8667241e-09  5.8608396e-10 -7.1368511e-10 ...  3.3908734e-09
 -1.3628963e-08  0.0000000e+00]",22050,75548.wav,francolinus
348,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,75763.wav,francolinus
349,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,75811.wav,francolinus
350,[0.00268824 0.00317813 0.00329006 ... 0.00915144 0.00846804 0.00501732],22050,75904.wav,francolinus
351,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 3.0517578e-05
 0.0000000e+00]",22050,76179.wav,francolinus
352,"[-1.8667241e-09  5.8608396e-10 -7.1368511e-10 ...  3.3908734e-09
 -1.3628963e-08  0.0000000e+00]",22050,77045.wav,francolinus
353,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,77182.wav,francolinus
354,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,77270.wav,francolinus
355,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,77602.wav,francolinus
356,[0. 0. 0. ... 0. 0. 0.],22050,77646.wav,francolinus
357,[0. 0. 0. ... 0. 0. 0.],22050,78247.wav,francolinus
358,[0. 0. 0. ... 0. 0. 0.],22050,78251.wav,francolinus
359,[0. 0. 0. ... 0. 0. 0.],22050,78357.wav,francolinus
360,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,7839.wav,francolinus
361,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,78499.wav,francolinus
362,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,78662.wav,francolinus
363,"[8.1490725e-10 1.1641532e-10 9.3132257e-10 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,78674.wav,francolinus
364,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,78690.wav,francolinus
365,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,7885.wav,francolinus
366,"[ 0.00040328  0.00259539  0.00427299 ...  0.00524402  0.0006217
 -0.00487819]",22050,79023.wav,francolinus
367,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,79534.wav,francolinus
368,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,79631.wav,francolinus
369,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,79866.wav,francolinus
370,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,79939.wav,francolinus
371,[0. 0. 0. ... 0. 0. 0.],22050,79957.wav,francolinus
372,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,80073.wav,francolinus
373,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,80291.wav,francolinus
374,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,80662.wav,francolinus
375,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,807.wav,francolinus
376,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,80807.wav,francolinus
377,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,80978.wav,francolinus
378,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,8101.wav,francolinus
379,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 3.0517578e-05
 0.0000000e+00]",22050,812.wav,francolinus
380,"[-0.00374147 -0.00661785 -0.0061362  ...  0.00030065  0.00052465
  0.00058751]",22050,81323.wav,francolinus
381,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,81662.wav,francolinus
382,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,81805.wav,francolinus
383,"[-0.00374147 -0.00661785 -0.0061362  ...  0.00030065  0.00052465
  0.00058751]",22050,81945.wav,francolinus
384,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,82092.wav,francolinus
385,"[-0.00374147 -0.00661785 -0.0061362  ...  0.00030065  0.00052465
  0.00058751]",22050,82325.wav,francolinus
386,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,82465.wav,francolinus
387,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,82614.wav,francolinus
388,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,82681.wav,francolinus
389,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,82870.wav,francolinus
390,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,83457.wav,francolinus
391,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,8349.wav,francolinus
392,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,83496.wav,francolinus
393,"[-2.5643765e-09  4.4929335e-10 -5.1004645e-10 ... -2.3636588e-09
 -1.7290589e-09  0.0000000e+00]",22050,83516.wav,francolinus
394,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,83521.wav,francolinus
395,[0. 0. 0. ... 0. 0. 0.],22050,83758.wav,francolinus
396,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,83956.wav,francolinus
397,"[ 0.00040328  0.00259539  0.00427299 ...  0.00524402  0.0006217
 -0.00487819]",22050,84002.wav,francolinus
398,"[-1.8667241e-09  5.8608396e-10 -7.1368511e-10 ...  3.3908734e-09
 -1.3628963e-08  0.0000000e+00]",22050,84085.wav,francolinus
399,"[8.1490725e-10 1.1641532e-10 9.3132257e-10 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,8439.wav,francolinus
400,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,844.wav,francolinus
401,[0. 0. 0. ... 0. 0. 0.],22050,84443.wav,francolinus
402,"[-0.00374147 -0.00661785 -0.0061362  ...  0.00030065  0.00052465
  0.00058751]",22050,84742.wav,francolinus
403,"[-1.8667241e-09  5.8608396e-10 -7.1368511e-10 ...  3.3908734e-09
 -1.3628963e-08  0.0000000e+00]",22050,84990.wav,francolinus
404,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,85060.wav,francolinus
405,"[ 0.00040328  0.00259539  0.00427299 ...  0.00524402  0.0006217
 -0.00487819]",22050,85295.wav,francolinus
406,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,8550.wav,francolinus
407,[0.00268824 0.00317813 0.00329006 ... 0.00915144 0.00846804 0.00501732],22050,85675.wav,francolinus
408,[0. 0. 0. ... 0. 0. 0.],22050,85807.wav,francolinus
409,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,8603.wav,francolinus
410,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,86175.wav,francolinus
411,[0. 0. 0. ... 0. 0. 0.],22050,86812.wav,francolinus
412,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,87210.wav,francolinus
413,"[ 0.00040328  0.00259539  0.00427299 ...  0.00524402  0.0006217
 -0.00487819]",22050,87352.wav,francolinus
414,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,87413.wav,francolinus
415,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,87766.wav,francolinus
416,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,87810.wav,francolinus
417,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,88533.wav,francolinus
418,[0. 0. 0. ... 0. 0. 0.],22050,88760.wav,francolinus
419,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,88831.wav,francolinus
420,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,88833.wav,francolinus
421,"[-2.5643765e-09  4.4929335e-10 -5.1004645e-10 ... -2.3636588e-09
 -1.7290589e-09  0.0000000e+00]",22050,8922.wav,francolinus
422,[0. 0. 0. ... 0. 0. 0.],22050,89249.wav,francolinus
423,[0. 0. 0. ... 0. 0. 0.],22050,8925.wav,francolinus
424,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,89875.wav,francolinus
425,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,8988.wav,francolinus
426,"[1.19822363e-09 1.37264727e-10 1.02597285e-10 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",22050,8995.wav,francolinus
427,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,90014.wav,francolinus
428,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,90016.wav,francolinus
429,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,90095.wav,francolinus
430,"[-0.00374147 -0.00661785 -0.0061362  ...  0.00030065  0.00052465
  0.00058751]",22050,90282.wav,francolinus
431,[0.00268824 0.00317813 0.00329006 ... 0.00915144 0.00846804 0.00501732],22050,91054.wav,francolinus
432,"[1.19822363e-09 1.37264727e-10 1.02597285e-10 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",22050,91135.wav,francolinus
433,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,91207.wav,francolinus
434,[0. 0. 0. ... 0. 0. 0.],22050,91448.wav,francolinus
435,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,91700.wav,francolinus
436,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,91745.wav,francolinus
437,[0. 0. 0. ... 0. 0. 0.],22050,91874.wav,francolinus
438,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,91980.wav,francolinus
439,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,92166.wav,francolinus
440,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,92371.wav,francolinus
441,[0. 0. 0. ... 0. 0. 0.],22050,92372.wav,francolinus
442,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,93375.wav,francolinus
443,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,93412.wav,francolinus
444,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,93588.wav,francolinus
445,"[-1.8667241e-09  5.8608396e-10 -7.1368511e-10 ...  3.3908734e-09
 -1.3628963e-08  0.0000000e+00]",22050,93684.wav,francolinus
446,"[3.7100166e-05 1.9338913e-05 1.8059509e-06 ... 1.1830921e-03 5.6368439e-03
 4.4331308e-03]",22050,93941.wav,francolinus
447,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,94335.wav,francolinus
448,[0. 0. 0. ... 0. 0. 0.],22050,94396.wav,francolinus
449,[0. 0. 0. ... 0. 0. 0.],22050,94787.wav,francolinus
450,"[-0.01453998 -0.01974076 -0.00387802 ... -0.00060754 -0.00024137
  0.00176606]",22050,94987.wav,francolinus
451,[0.00438577 0.0059841  0.00567695 ... 0.00333723 0.00195655 0.00104942],22050,95033.wav,francolinus
452,"[3.7100166e-05 1.9338913e-05 1.8059509e-06 ... 1.1830921e-03 5.6368439e-03
 4.4331308e-03]",22050,95177.wav,francolinus
453,[0. 0. 0. ... 0. 0. 0.],22050,9548.wav,francolinus
454,"[-1.7858256e-06 -1.3367695e-05  1.3266224e-05 ...  4.8871851e-03
  3.2495081e-03  2.2609173e-03]",22050,95545.wav,francolinus
455,"[ 1.3643123e-10  1.4811094e-10  6.2141028e-11 ... -2.0105950e-05
  8.5190413e-06  6.7578917e-06]",22050,95600.wav,francolinus
456,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,95697.wav,francolinus
457,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,95732.wav,francolinus
458,[0. 0. 0. ... 0. 0. 0.],22050,95827.wav,francolinus
459,"[ 0.          0.          0.         ... -0.0023702   0.00706462
  0.        ]",22050,95941.wav,francolinus
460,"[-2.5643765e-09  4.4929335e-10 -5.1004645e-10 ... -2.3636588e-09
 -1.7290589e-09  0.0000000e+00]",22050,9671.wav,francolinus
461,[0. 0. 0. ... 0. 0. 0.],22050,97015.wav,francolinus
462,[0. 0. 0. ... 0. 0. 0.],22050,97240.wav,francolinus
463,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 3.0517578e-05
 0.0000000e+00]",22050,97375.wav,francolinus
464,"[3.7100166e-05 1.9338913e-05 1.8059509e-06 ... 1.1830921e-03 5.6368439e-03
 4.4331308e-03]",22050,97688.wav,francolinus
465,"[8.1490725e-10 1.1641532e-10 9.3132257e-10 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,98054.wav,francolinus
466,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,98139.wav,francolinus
467,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,98253.wav,francolinus
468,[0. 0. 0. ... 0. 0. 0.],22050,98456.wav,francolinus
469,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,98497.wav,francolinus
470,[0. 0. 0. ... 0. 0. 0.],22050,98716.wav,francolinus
471,[0. 0. 0. ... 0. 0. 0.],22050,98915.wav,francolinus
472,"[ 1.2223609e-09  1.1641532e-09  6.9849193e-10 ... -4.6566129e-09
  2.3283064e-09 -4.6566129e-09]",22050,99017.wav,francolinus
473,"[-0.00843282 -0.02639861 -0.00206356 ...  0.00373568  0.00172612
 -0.00050778]",22050,99353.wav,francolinus
474,"[-2.1827873e-11  5.4569682e-12  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,99357.wav,francolinus
475,"[-5.4985783e-10 -4.3419707e-10 -1.1625839e-10 ...  2.5777696e-04
  2.0339098e-04 -6.9871850e-05]",22050,99592.wav,francolinus
476,"[ 1.7322600e-07 -1.7182902e-07  1.6239937e-07 ...  3.1468820e-02
  2.8422540e-02  2.5275171e-02]",22050,9965.wav,francolinus
477,"[-1.2292198e-10 -8.6997176e-10 -3.7031218e-11 ...  1.2138666e-05
  2.3027437e-06 -1.1903071e-06]",22050,99706.wav,francolinus
0,"[2.0954758e-09 1.1641532e-09 2.3283064e-10 ... 6.1993218e-05 4.8532536e-05
 8.3227613e-05]",22050,10414.wav,gallus
1,"[2.0954758e-09 1.1641532e-09 2.3283064e-10 ... 6.1993218e-05 4.8532536e-05
 8.3227613e-05]",22050,10688.wav,gallus
2,"[-1.2868829e-04 -5.1192241e-05  6.5224012e-05 ...  7.4505806e-09
  9.7788870e-09 -3.7252903e-09]",22050,11301.wav,gallus
3,"[ 3.6237680e-13  1.2789769e-13 -7.2475359e-13 ... -2.9103830e-11
 -7.2759576e-12 -3.6379788e-11]",22050,11470.wav,gallus
4,[0. 0. 0. ... 0. 0. 0.],22050,116.wav,gallus
5,"[-7.9580786e-13  2.1032065e-12  1.2505552e-12 ... -2.8114573e-05
  2.7934417e-05  2.3278262e-05]",22050,11661.wav,gallus
6,"[ 5.8207661e-11 -1.7462298e-10  3.4924597e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,11717.wav,gallus
7,[0. 0. 0. ... 0. 0. 0.],22050,11803.wav,gallus
8,"[ 1.4739496e-09  1.3304355e-09 -1.3937005e-09 ... -2.7899728e-13
  1.8920415e-13  4.1972269e-13]",22050,12116.wav,gallus
9,"[ 4.1909516e-09  1.8626451e-09 -2.3283064e-09 ...  1.8189894e-12
  1.8189894e-12  1.2505552e-12]",22050,12474.wav,gallus
10,[0. 0. 0. ... 0. 0. 0.],22050,12842.wav,gallus
11,"[ 9.4587449e-11  1.1641532e-10 -1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,13037.wav,gallus
12,"[ 0.00814513  0.01404867 -0.00098122 ...  0.03009996  0.02563251
  0.02628386]",22050,13203.wav,gallus
13,"[ 5.8207661e-11 -1.7462298e-10  3.4924597e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,1324.wav,gallus
14,[0. 0. 0. ... 0. 0. 0.],22050,13280.wav,gallus
15,[0. 0. 0. ... 0. 0. 0.],22050,13462.wav,gallus
16,"[2.0954758e-09 1.1641532e-09 2.3283064e-10 ... 6.1993218e-05 4.8532536e-05
 8.3227613e-05]",22050,1436.wav,gallus
17,"[ 5.9829086e-10 -1.9617355e-10 -4.0745210e-10 ... -7.6974662e-05
  1.7223220e-04  0.0000000e+00]",22050,14542.wav,gallus
18,"[2.9103830e-10 2.4447218e-09 2.0954758e-09 ... 4.6701869e-05 1.1028780e-04
 3.5973149e-05]",22050,14611.wav,gallus
19,"[ 0.00814513  0.01404867 -0.00098122 ...  0.03009996  0.02563251
  0.02628386]",22050,15090.wav,gallus
20,"[2.0954758e-09 1.1641532e-09 2.3283064e-10 ... 6.1993218e-05 4.8532536e-05
 8.3227613e-05]",22050,15160.wav,gallus
21,"[ 4.0997628e-10 -5.7740090e-10 -3.7581427e-10 ...  3.8100865e-05
  1.4329178e-04  0.0000000e+00]",22050,15169.wav,gallus
22,"[ 5.9829086e-10 -1.9617355e-10 -4.0745210e-10 ... -7.6974662e-05
  1.7223220e-04  0.0000000e+00]",22050,15556.wav,gallus
23,"[ 9.4587449e-11  1.1641532e-10 -1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,15651.wav,gallus
24,"[ 1.4739496e-09  1.3304355e-09 -1.3937005e-09 ... -2.7899728e-13
  1.8920415e-13  4.1972269e-13]",22050,15940.wav,gallus
25,[0. 0. 0. ... 0. 0. 0.],22050,16601.wav,gallus
26,"[ 5.9829086e-10 -1.9617355e-10 -4.0745210e-10 ... -7.6974662e-05
  1.7223220e-04  0.0000000e+00]",22050,16919.wav,gallus
27,"[ 5.8207661e-11 -1.1641532e-10  3.6379788e-10 ...  8.7819062e-06
 -3.1992327e-05 -6.2114908e-05]",22050,16984.wav,gallus
28,"[ 4.7805486e-05 -3.8638199e-04  2.3079454e-04 ... -1.0579824e-06
  5.7835132e-07 -3.3481047e-07]",22050,17037.wav,gallus
29,"[-1.2868829e-04 -5.1192241e-05  6.5224012e-05 ...  7.4505806e-09
  9.7788870e-09 -3.7252903e-09]",22050,1714.wav,gallus
30,"[ 4.7805486e-05 -3.8638199e-04  2.3079454e-04 ... -1.0579824e-06
  5.7835132e-07 -3.3481047e-07]",22050,17144.wav,gallus
31,"[-1.3303361e-06  9.0563699e-06 -1.5150872e-06 ...  1.0092859e-02
  6.8653449e-03  1.1536626e-03]",22050,17381.wav,gallus
32,[0. 0. 0. ... 0. 0. 0.],22050,17406.wav,gallus
33,"[ 3.6237680e-13  1.2789769e-13 -7.2475359e-13 ... -2.9103830e-11
 -7.2759576e-12 -3.6379788e-11]",22050,17524.wav,gallus
34,"[ 9.4587449e-11  1.1641532e-10 -1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,17607.wav,gallus
35,"[2.9103830e-10 2.4447218e-09 2.0954758e-09 ... 4.6701869e-05 1.1028780e-04
 3.5973149e-05]",22050,17739.wav,gallus
36,"[ 4.7805486e-05 -3.8638199e-04  2.3079454e-04 ... -1.0579824e-06
  5.7835132e-07 -3.3481047e-07]",22050,18164.wav,gallus
37,"[ 5.8207661e-11 -1.7462298e-10  3.4924597e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,18252.wav,gallus
38,"[ 9.4587449e-11  1.1641532e-10 -1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,18525.wav,gallus
39,"[-7.9580786e-13  2.1032065e-12  1.2505552e-12 ... -2.8114573e-05
  2.7934417e-05  2.3278262e-05]",22050,19064.wav,gallus
40,"[ 6.6847661e-09  4.7343431e-09  3.0508691e-09 ... -1.1987237e-04
  1.4806920e-04 -1.3044503e-05]",22050,19070.wav,gallus
41,"[ 5.8207661e-11 -1.1641532e-10  3.6379788e-10 ...  8.7819062e-06
 -3.1992327e-05 -6.2114908e-05]",22050,19223.wav,gallus
42,"[-1.2868829e-04 -5.1192241e-05  6.5224012e-05 ...  7.4505806e-09
  9.7788870e-09 -3.7252903e-09]",22050,19337.wav,gallus
43,[0. 0. 0. ... 0. 0. 0.],22050,19352.wav,gallus
44,"[-1.2868829e-04 -5.1192241e-05  6.5224012e-05 ...  7.4505806e-09
  9.7788870e-09 -3.7252903e-09]",22050,19355.wav,gallus
45,[0. 0. 0. ... 0. 0. 0.],22050,19477.wav,gallus
46,"[-2.7939677e-09 -5.5879354e-09 -1.8626451e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,19539.wav,gallus
47,[0. 0. 0. ... 0. 0. 0.],22050,1963.wav,gallus
48,"[ 0.00833819  0.00498231  0.00518973 ... -0.0018157  -0.0064524
 -0.00537499]",22050,19720.wav,gallus
49,[0. 0. 0. ... 0. 0. 0.],22050,19833.wav,gallus
50,"[ 6.6847661e-09  4.7343431e-09  3.0508691e-09 ... -1.1987237e-04
  1.4806920e-04 -1.3044503e-05]",22050,19902.wav,gallus
51,[0. 0. 0. ... 0. 0. 0.],22050,20263.wav,gallus
52,"[ 4.0997628e-10 -5.7740090e-10 -3.7581427e-10 ...  3.8100865e-05
  1.4329178e-04  0.0000000e+00]",22050,2032.wav,gallus
53,"[ 5.8207661e-11 -1.1641532e-10  3.6379788e-10 ...  8.7819062e-06
 -3.1992327e-05 -6.2114908e-05]",22050,2036.wav,gallus
